video_name,result,coverage_percent,total_duration_sec,active_windows
RoadAccidents015_x264,Success,23.0,44.1,"[(np.float64(0.00712), np.float64(1.3300993300000001)), (np.float64(3.755561435), np.float64(4.196554545)), (np.float64(6.18102354), np.float64(9.047478755)), (np.float64(9.929464975), np.float64(11.91393397)), (np.float64(19.631313395000003), np.float64(20.29280306)), (np.float64(25.805216935), np.float64(26.246210045)), (np.float64(26.907699710000003), np.float64(27.569189375)), (np.float64(28.892168705000003), np.float64(30.656141145000003))]"
RoadAccidents016_x264,Success,12.0,72.33,"[(np.float64(0.005672), np.float64(0.72899673)), (np.float64(19.53543971), np.float64(24.237050455)), (np.float64(25.32203755), np.float64(25.683699915)), (np.float64(44.85180525999999), np.float64(45.21346762499999)), (np.float64(47.383441815), np.float64(49.915078369999996))]"
RoadAccidents017_x264,Success,19.0,7.33,"[(np.float64(1.507473375), np.float64(2.86383325)), (np.float64(2.93715), np.float64(2.973808375))]"
RoadAccidents018_x264,Success,8.5,49.57,"[(np.float64(0.006946), np.float64(3.4766234700000003)), (np.float64(12.894319459999998), np.float64(13.142153565)), (np.float64(48.334596475), np.float64(48.830264684999996))]"
RoadAccidents019_x264,Success,24.5,42.93,"[(np.float64(6.23082695), np.float64(8.806789550000001)), (np.float64(17.39333155), np.float64(19.11063995)), (np.float64(25.97987355), np.float64(26.1945371)), (np.float64(26.40920065), np.float64(27.0531913)), (np.float64(27.26785485), np.float64(27.69718195)), (np.float64(27.9118455), np.float64(28.55583615)), (np.float64(35.85439685), np.float64(39.5036772)), (np.float64(39.71834075), np.float64(40.14766785)), (np.float64(40.3623314), np.float64(40.57699495))]"
RoadAccidents020_x264,Success,22.0,58.27,"[(np.float64(0.00704), np.float64(0.58970137)), (np.float64(3.50300822), np.float64(4.959661645)), (np.float64(5.25099233), np.float64(5.833653699999999)), (np.float64(13.699582195), np.float64(16.030227675)), (np.float64(16.321558359999997), np.float64(16.612889045)), (np.float64(17.486881099999998), np.float64(25.061478909999998))]"
RoadAccidents021_x264,Success,22.0,4.3,"[(np.float64(0.027147895000000002), np.float64(0.19914705500000002)), (np.float64(0.22064695), np.float64(0.43564590000000003)), (np.float64(0.457145795), np.float64(0.586145165)), (np.float64(0.629144955), np.float64(0.801144115)), (np.float64(0.8226440100000001), np.float64(1.016143065)), (np.float64(1.0806427500000002), np.float64(1.1021426450000003)), (np.float64(1.1451424350000001), np.float64(1.1881422250000002))]"
RoadAccidents022_x264,Success,28.5,22.97,"[(np.float64(0.007824), np.float64(0.12265553)), (np.float64(2.1896230699999997), np.float64(5.17524285)), (np.float64(11.146482409999999), np.float64(11.490976999999999)), (np.float64(14.13210219), np.float64(17.232553499999998))]"
RoadAccidents023_x264,Success,8.0,116.03,"[(np.float64(12.191303305), np.float64(13.931816920000001)), (np.float64(15.092159330000001), np.float64(15.672330535000002)), (np.float64(41.19986355500001), np.float64(42.360205965000006)), (np.float64(59.18517091000001), np.float64(59.76534211500001)), (np.float64(67.887738985), np.float64(68.46791019)), (np.float64(87.613559955), np.float64(89.35407357000001)), (np.float64(96.896299235), np.float64(98.05664164500001)), (np.float64(99.79715526000001), np.float64(100.37732646500001)), (np.float64(106.75920972000002), np.float64(107.91955213000001))]"
RoadAccidents024_x264,Success,14.5,197.07,"[(np.float64(0.004416), np.float64(1.9750843)), (np.float64(4.93108675), np.float64(7.8870892)), (np.float64(75.87514555000001), np.float64(77.84581385000001)), (np.float64(95.58182855000001), np.float64(97.55249685000001)), (np.float64(112.33250910000001), np.float64(116.27384570000001)), (np.float64(128.0978555), np.float64(130.0685238)), (np.float64(135.9805287), np.float64(139.9218653)), (np.float64(148.78987265), np.float64(150.76054095)), (np.float64(177.364563), np.float64(179.3352313)), (np.float64(180.32056545), np.float64(183.2765679)), (np.float64(188.20323865), np.float64(189.1885728)), (np.float64(190.17390695), np.float64(192.14457525))]"
RoadAccidents025_x264,Success,23.5,38.6,"[(np.float64(13.322505475000002), np.float64(15.83151555)), (np.float64(16.024516325), np.float64(16.796519425)), (np.float64(17.182520975), np.float64(17.568522525)), (np.float64(19.3055295), np.float64(19.69153105)), (np.float64(19.884531825), np.float64(20.270533375)), (np.float64(20.46353415), np.float64(20.8495357)), (np.float64(22.77954345), np.float64(22.972544225)), (np.float64(23.9375481), np.float64(24.130548875)), (np.float64(24.7095512), np.float64(26.2535574)), (np.float64(26.446558175), np.float64(26.63955895)), (np.float64(27.218561275), np.float64(27.990564375)), (np.float64(29.72757135), np.float64(30.1135729)), (np.float64(32.04358065), np.float64(32.622582975)), (np.float64(33.394586075), np.float64(33.58758685)), (np.float64(33.780587625), np.float64(33.973588400000004))]"
RoadAccidents026_x264,Success,22.0,25.07,"[(np.float64(0.131046015), np.float64(0.632382075)), (np.float64(0.7577160900000001), np.float64(2.01105624)), (np.float64(2.2617242699999998), np.float64(2.6377263149999997)), (np.float64(2.7630603299999996), np.float64(3.01372836)), (np.float64(3.139062375), np.float64(3.26439639)), (np.float64(11.661775395), np.float64(11.912443425)), (np.float64(12.539113500000001), np.float64(12.664447515)), (np.float64(13.54178562), np.float64(13.667119635)), (np.float64(21.688496594999997), np.float64(22.064498639999996)), (np.float64(22.189832654999996), np.float64(22.315166669999996)), (np.float64(22.440500684999996), np.float64(22.816502729999996)), (np.float64(22.941836744999996), np.float64(24.195176895)), (np.float64(24.32051091), np.float64(24.445844925)), (np.float64(24.57117894), np.float64(24.82184697))]"
RoadAccidents027_x264,Success,25.0,2.47,"[(np.float64(0.19033037500000002), np.float64(0.215001625)), (np.float64(0.22733725000000002), np.float64(0.26434412500000004)), (np.float64(0.2890153750000001), np.float64(0.4617141250000001)), (np.float64(1.95432475), np.float64(1.9789960000000002)), (np.float64(2.0283385000000003), np.float64(2.05300975)), (np.float64(2.090016625), np.float64(2.1640303750000003)), (np.float64(2.188701625), np.float64(2.2750510000000004)), (np.float64(2.2873866250000003), np.float64(2.34906475)), (np.float64(2.361400375), np.float64(2.472421))]"
RoadAccidents028_x264,Success,22.5,18.7,"[(np.float64(0.006792), np.float64(0.47428545)), (np.float64(5.14921995), np.float64(7.0191937499999995)), (np.float64(7.112692439999999), np.float64(7.4866871999999995)), (np.float64(7.580185889999999), np.float64(7.86068196)), (np.float64(7.95418065), np.float64(8.04767934)), (np.float64(8.14117803), np.float64(8.23467672)), (np.float64(8.32817541), np.float64(8.4216741)), (np.float64(12.44211777), np.float64(13.37710467))]"
RoadAccidents029_x264,Success,14.0,16.47,"[(np.float64(0.006754), np.float64(0.25374709)), (np.float64(0.41840914999999995), np.float64(0.5830712100000001)), (np.float64(0.66540224), np.float64(0.74773327)), (np.float64(0.8300643), np.float64(0.9123953300000001)), (np.float64(0.99472636), np.float64(1.5710435699999998)), (np.float64(1.6533745999999998), np.float64(1.98269872)), (np.float64(2.14736078), np.float64(2.31202284)), (np.float64(5.93458816), np.float64(6.01691919)), (np.float64(6.09925022), np.float64(6.2639122799999996)), (np.float64(6.42857434), np.float64(6.593236399999999)), (np.float64(6.67556743), np.float64(6.75789846)), (np.float64(6.92256052), np.float64(7.00489155)), (np.float64(7.1695536099999995), np.float64(7.25188464))]"
RoadAccidents030_x264,Success,21.0,42.37,"[(np.float64(0.007264), np.float64(0.642740755)), (np.float64(13.564101439999998), np.float64(14.199578194999997)), (np.float64(16.953310799999997), np.float64(19.495217819999997)), (np.float64(28.391892389999995), np.float64(30.086497069999997)), (np.float64(30.721973824999996), np.float64(31.992927334999997)), (np.float64(35.17031110999999), np.float64(37.28856696))]"
RoadAccidents031_x264,Success,15.0,72.17,"[(np.float64(0.004736), np.float64(2.16968792)), (np.float64(10.8294956), np.float64(12.99444752)), (np.float64(15.52022476), np.float64(18.046002)), (np.float64(19.48930328), np.float64(20.93260456)), (np.float64(34.64396672), np.float64(35.004792040000005)), (np.float64(66.7574202), np.float64(68.92237211999999))]"
RoadAccidents032_x264,Success,10.5,74.73,"[(np.float64(7.854607879999999), np.float64(9.349273)), (np.float64(10.843938119999999), np.float64(11.96493696)), (np.float64(13.45960208), np.float64(13.83326836)), (np.float64(42.605571919999996), np.float64(42.9792382)), (np.float64(47.46323355999999), np.float64(47.836899839999994)), (np.float64(49.331564959999994), np.float64(50.07889751999999)), (np.float64(54.936559159999995), np.float64(55.310225439999996)), (np.float64(55.68389171999999), np.float64(56.05755799999999)), (np.float64(58.67322195999999), np.float64(59.046888239999994)), (np.float64(59.420554519999996), np.float64(59.79422079999999)), (np.float64(61.28888591999999), np.float64(61.66255219999999)), (np.float64(63.530883599999996), np.float64(64.65188244)), (np.float64(73.99353943999999), np.float64(74.36720571999999))]"
RoadAccidents033_x264,Success,22.0,18.83,"[(np.float64(1.417883475), np.float64(2.7361789849999996)), (np.float64(2.924506915), np.float64(4.148638459999999)), (np.float64(5.843589829999999), np.float64(7.256049304999999)), (np.float64(8.103524989999999), np.float64(8.291852919999998))]"
RoadAccidents034_x264,Success,16.5,57.37,"[(np.float64(0.007889), np.float64(0.58155314)), (np.float64(7.1786907499999995), np.float64(8.03918696)), (np.float64(19.22563769), np.float64(19.51246976)), (np.float64(24.67544702), np.float64(25.249111159999998)), (np.float64(26.97010358), np.float64(27.830599789999997)), (np.float64(31.84624877), np.float64(33.280409119999995)), (np.float64(34.140905329999995), np.float64(35.001401539999996)), (np.float64(35.86189775), np.float64(36.435561889999995)), (np.float64(42.74586743), np.float64(43.0326995)), (np.float64(43.319531569999995), np.float64(44.180027779999996)), (np.float64(53.93231816), np.float64(54.21915023)), (np.float64(55.07964644), np.float64(57.087470929999995))]"
RoadAccidents035_x264,Success,30.0,8.67,"[(np.float64(0.004256), np.float64(1.9542180500000002)), (np.float64(2.47420793), np.float64(2.69087038)), (np.float64(3.21086026), np.float64(3.2975252399999997)), (np.float64(5.42081725), np.float64(5.50748223)), (np.float64(5.55081472), np.float64(5.68081219)), (np.float64(6.89412191), np.float64(6.9374544)), (np.float64(6.98078689), np.float64(7.06745187))]"
RoadAccidents036_x264,Success,12.5,43.2,"[(np.float64(4.326166), np.float64(6.0540916)), (np.float64(8.4299893), np.float64(9.2939521)), (np.float64(11.4538591), np.float64(12.533812600000001)), (np.float64(13.8297568), np.float64(14.9097103)), (np.float64(17.0696173), np.float64(17.5015987)), (np.float64(26.1412267), np.float64(26.3572174))]"
RoadAccidents037_x264,Success,24.0,72.26,"[(np.float64(0.006225), np.float64(3.258078495)), (np.float64(6.509931989999999), np.float64(6.871249045)), (np.float64(13.01363898), np.float64(13.374956035)), (np.float64(16.265492475000002), np.float64(21.323931245)), (np.float64(23.13051652), np.float64(26.02105296)), (np.float64(41.91900338), np.float64(42.280320435)), (np.float64(43.725588655), np.float64(45.893490985)), (np.float64(59.26222202), np.float64(62.15275846))]"
RoadAccidents038_x264,Success,32.5,16.4,"[(np.float64(0.006176), np.float64(1.8101771)), (np.float64(1.89217715), np.float64(2.1381773)), (np.float64(2.22017735), np.float64(5.17217915)), (np.float64(5.2541792), np.float64(5.500179350000001)), (np.float64(5.828179550000001), np.float64(5.9101796))]"
RoadAccidents039_x264,Success,12.0,12.1,"[(np.float64(0.0076), np.float64(0.06809283499999999)), (np.float64(0.18907850499999998), np.float64(0.24957133999999997)), (np.float64(0.310064175), np.float64(0.37055700999999996)), (np.float64(0.49154267999999995), np.float64(0.552035515)), (np.float64(1.156963865), np.float64(1.2174567)), (np.float64(1.3384423699999999), np.float64(1.398935205)), (np.float64(2.30632773), np.float64(2.366820565)), (np.float64(2.487806235), np.float64(2.5482990699999997)), (np.float64(2.729777575), np.float64(2.7902704099999998)), (np.float64(2.91125608), np.float64(3.0927345849999996)), (np.float64(3.15322742), np.float64(3.27421309)), (np.float64(3.3347059249999997), np.float64(3.3951987599999995)), (np.float64(3.455691595), np.float64(3.6371700999999996)), (np.float64(3.7581557699999997), np.float64(3.8791414399999997)), (np.float64(3.9396342749999995), np.float64(4.060619945)), (np.float64(4.181605615), np.float64(4.242098449999999)), (np.float64(4.4840697899999995), np.float64(4.544562624999999))]"
RoadAccidents040_x264,Success,22.0,64.23,"[(np.float64(0.00816), np.float64(0.329323265)), (np.float64(4.183282445), np.float64(6.4314253)), (np.float64(11.57003754), np.float64(17.672139575)), (np.float64(49.14613954499999), np.float64(52.67893545999999)), (np.float64(59.102200759999995), np.float64(61.02918034999999))]"
RoadAccidents041_x264,Success,7.0,7.4,"[(np.float64(0.005411), np.float64(0.07941199)), (np.float64(6.628499605), np.float64(6.6655001)), (np.float64(6.776501585), np.float64(6.88750307)), (np.float64(6.96150406), np.float64(7.072505545)), (np.float64(7.146506534999999), np.float64(7.2945085149999995)), (np.float64(7.368509505), np.float64(7.40551))]"
RoadAccidents042_x264,Success,34.0,29.96,"[(np.float64(0.005264), np.float64(0.454714625)), (np.float64(0.6045315), np.float64(1.0539821249999999)), (np.float64(1.2037989999999998), np.float64(1.5034327499999998)), (np.float64(3.0016014999999996), np.float64(3.1514183749999995)), (np.float64(3.3012352499999995), np.float64(3.90050275)), (np.float64(11.840797125), np.float64(13.488782749999999)), (np.float64(13.638599625), np.float64(14.9869515)), (np.float64(15.136768374999999), np.float64(19.331640874999998)), (np.float64(20.530175874999998), np.float64(20.829809625)), (np.float64(25.623949624999998), np.float64(26.373033999999997))]"
RoadAccidents043_x264,Success,17.0,5.55,"[(np.float64(0.7256852300000001), np.float64(0.8089122950000001)), (np.float64(0.864397005), np.float64(1.030851135)), (np.float64(1.05859349), np.float64(1.22504762)), (np.float64(1.308274685), np.float64(1.530213525)), (np.float64(1.55795588), np.float64(1.61344059)), (np.float64(1.6689253), np.float64(1.72441001)), (np.float64(1.752152365), np.float64(1.807637075)), (np.float64(1.89086414), np.float64(1.918606495)), (np.float64(2.085060625), np.float64(2.11280298)), (np.float64(2.50119595), np.float64(2.528938305)), (np.float64(2.55668066), np.float64(2.584423015)), (np.float64(3.27798189), np.float64(3.305724245))]"
RoadAccidents044_x264,Success,32.5,12.61,"[(np.float64(0.006113), np.float64(0.13225133000000003)), (np.float64(0.19532049500000004), np.float64(0.5737354850000002)), (np.float64(1.0152196400000002), np.float64(3.1595712500000004)), (np.float64(6.4391678300000015), np.float64(7.889758625000002))]"
RoadAccidents046_x264,Success,19.5,21.52,"[(np.float64(6.138073225), np.float64(9.150437125)), (np.float64(9.365605975000001), np.float64(9.4731904)), (np.float64(11.409710050000001), np.float64(11.517294475000002)), (np.float64(14.314489525), np.float64(14.637242800000001)), (np.float64(16.7889313), np.float64(17.111684575)), (np.float64(17.326853425000003), np.float64(17.649606700000003))]"
RoadAccidents047_x264,Success,26.5,13.95,"[(np.float64(0.6336834349999999), np.float64(1.4706800149999997)), (np.float64(1.6101794449999998), np.float64(1.6799291599999997)), (np.float64(2.168177165), np.float64(2.23792688)), (np.float64(2.3774263099999997), np.float64(2.4471760249999996)), (np.float64(2.5169257399999996), np.float64(2.8656743149999997)), (np.float64(2.9354240299999996), np.float64(3.07492346)), (np.float64(3.144673175), np.float64(3.2841726049999997)), (np.float64(4.1909189), np.float64(4.260668614999999)), (np.float64(4.33041833), np.float64(4.4699177599999995)), (np.float64(4.539667475), np.float64(6.074161204999999)), (np.float64(6.14391092), np.float64(6.28341035)), (np.float64(6.562409209999999), np.float64(6.701908639999999))]"
RoadAccidents048_x264,Success,28.5,80.58,"[(np.float64(0.007812), np.float64(2.4253138799999996)), (np.float64(3.63406482), np.float64(12.498238379999998)), (np.float64(56.81910618), np.float64(60.445358999999996)), (np.float64(70.92120048), np.float64(78.97954007999999))]"
RoadAccidents049_x264,Success,19.5,23.88,"[(np.float64(0.007824), np.float64(0.48548759999999996)), (np.float64(1.201983), np.float64(1.6796465999999999)), (np.float64(10.994086799999998), np.float64(11.232918599999998)), (np.float64(11.8299981), np.float64(14.2183161)), (np.float64(22.338597299999996), np.float64(23.4133404))]"
RoadAccidents050_x264,Success,33.5,36.22,"[(np.float64(0.00464), np.float64(2.9018956)), (np.float64(3.082974075), np.float64(9.4207207)), (np.float64(16.120624274999997), np.float64(16.301702749999997)), (np.float64(22.639449374999998), np.float64(23.725920224999996)), (np.float64(24.26915565), np.float64(25.536704974999996)), (np.float64(35.85817805), np.float64(36.220335))]"
RoadAccidents051_x264,Success,26.5,13.01,"[(np.float64(0.007808), np.float64(0.983882675)), (np.float64(3.8470350549999996), np.float64(3.9121067)), (np.float64(6.3848292099999995), np.float64(8.72740843)), (np.float64(8.792480075), np.float64(8.85755172))]"
RoadAccidents052_x264,Success,19.5,11.58,"[(np.float64(0.00744), np.float64(1.2816382)), (np.float64(1.3395563), np.float64(1.3974744)), (np.float64(1.5712286999999998), np.float64(1.6291468)), (np.float64(1.6870649), np.float64(1.8029011)), (np.float64(1.9766553999999998), np.float64(2.0345735)), (np.float64(2.1504097), np.float64(2.2083277999999997)), (np.float64(3.5404440999999998), np.float64(4.061707)), (np.float64(4.5829699), np.float64(4.6408879999999995)), (np.float64(4.9883966), np.float64(5.0463147))]"
RoadAccidents053_x264,Success,19.5,22.38,"[(np.float64(2.6928093599999996), np.float64(2.8047268749999996)), (np.float64(8.960190199999998), np.float64(9.072107714999998)), (np.float64(13.660725829999997), np.float64(14.332230919999997)), (np.float64(14.444148434999997), np.float64(14.556065949999997)), (np.float64(14.667983464999997), np.float64(14.779900979999997)), (np.float64(14.891818494999997), np.float64(15.003736009999997)), (np.float64(15.115653524999997), np.float64(15.339488554999997)), (np.float64(15.563323584999997), np.float64(15.675241099999997)), (np.float64(15.787158614999997), np.float64(15.899076129999997)), (np.float64(16.010993645), np.float64(16.234828675)), (np.float64(16.346746189999998), np.float64(16.458663705)), (np.float64(19.480436609999998), np.float64(21.830704424999997))]"
RoadAccidents054_x264,Success,16.0,41.18,"[(np.float64(0.007504), np.float64(0.62523889)), (np.float64(1.8607086700000002), np.float64(2.0666203000000003)), (np.float64(4.33164823), np.float64(5.77302964)), (np.float64(6.1848529), np.float64(6.39076453)), (np.float64(6.59667616), np.float64(6.8025877900000005)), (np.float64(15.039052990000002), np.float64(16.480434400000004)), (np.float64(21.83413678), np.float64(22.86369493)), (np.float64(28.62922057), np.float64(28.835132200000004)), (np.float64(39.33662533), np.float64(40.57209511))]"
RoadAccidents055_x264,Success,25.5,27.32,"[(np.float64(0.5543524400000001), np.float64(1.1006858800000001)), (np.float64(12.846854840000002), np.float64(13.802938360000002)), (np.float64(13.939521720000002), np.float64(14.076105080000003)), (np.float64(20.905273080000004), np.float64(22.5442734)), (np.float64(22.680856760000005), np.float64(23.090606840000003)), (np.float64(23.910107000000004), np.float64(26.095440760000002)), (np.float64(26.232024120000002), np.float64(27.324691))]"
RoadAccidents056_x264,Success,29.5,29.45,"[(np.float64(0.0064), np.float64(0.74264625)), (np.float64(1.33164325), np.float64(1.62614175)), (np.float64(2.951385), np.float64(4.27662825)), (np.float64(6.04361925), np.float64(6.63261625)), (np.float64(7.81061025), np.float64(9.28310275)), (np.float64(16.2038175), np.float64(16.64556525)), (np.float64(18.11805775), np.float64(18.707054749999998)), (np.float64(19.443300999999998), np.float64(20.621295)), (np.float64(22.53553525), np.float64(22.977283)), (np.float64(25.0387725), np.float64(26.2167665)), (np.float64(26.805763499999998), np.float64(27.24751125))]"
RoadAccidents057_x264,Success,19.0,68.82,"[(np.float64(0.004738), np.float64(5.165991549999999)), (np.float64(11.015412239999998), np.float64(18.585250779999996)), (np.float64(42.32701711), np.float64(42.671100679999995))]"
RoadAccidents058_x264,Success,12.5,22.48,"[(np.float64(3.9389286500000003), np.float64(4.83821657)), (np.float64(5.6250935), np.float64(5.73750449)), (np.float64(6.52438142), np.float64(6.861614390000001)), (np.float64(6.9740253800000005), np.float64(7.08643637)), (np.float64(8.772601219999999), np.float64(8.88501221)), (np.float64(9.334656169999999), np.float64(10.57117706))]"
RoadAccidents059_x264,Success,10.5,62.72,"[(np.float64(0.005474), np.float64(1.2597809)), (np.float64(4.7091248750000005), np.float64(5.64985505)), (np.float64(37.634681), np.float64(37.948257725)), (np.float64(47.6691362), np.float64(51.118480175)), (np.float64(51.4320569), np.float64(51.745633624999996)), (np.float64(53.627093975), np.float64(53.9406707))]"
RoadAccidents060_x264,Success,21.0,27.55,"[(np.float64(0.005233), np.float64(1.3826936)), (np.float64(3.99986874), np.float64(4.68859904)), (np.float64(5.79056752), np.float64(7.305774179999999)), (np.float64(9.785203260000001), np.float64(10.19844144)), (np.float64(10.336187500000001), np.float64(10.749425680000002)), (np.float64(16.39701414), np.float64(17.63672868)), (np.float64(24.66177774), np.float64(24.7995238))]"
RoadAccidents061_x264,Success,25.5,21.65,"[(np.float64(0.005456), np.float64(4.876323725)), (np.float64(4.984565229999999), np.float64(5.309289745)), (np.float64(7.907085865), np.float64(8.123568875)), (np.float64(8.556534895), np.float64(8.664776400000001))]"
