video_name,result,coverage_percent,total_duration_sec,active_windows
Stealing013_x264,Success,16.0,307.48,"[(0.004324, 1.541740135), (4.616572405, 7.691404675), (19.990733755, 21.528149889999998), (47.664224184999995, 49.201640319999996), (56.88872099499999, 59.963553264999994), (87.63704369499999, 89.17445982999999), (149.133689095, 150.67110523), (161.433018175, 162.97043431), (187.56909247, 204.480669955), (224.46707970999998, 226.00449584499998), (229.07932811499998, 242.91607333), (292.11338965, 293.650805785)]"
Stealing014_x264,Success,18.0,111.28,"[(0.005168, 0.5615852899999999), (12.246348379999999, 15.584852119999999), (16.14126941, 16.6976867), (17.25410399, 20.59260773), (21.70544231, 22.261859599999998), (31.16453624, 32.277370819999994), (52.308393259999995, 52.864810549999994), (53.97764512999999, 54.53406241999999), (55.09047970999999, 55.646896999999996), (57.31614886999999, 58.42898344999999), (58.985400739999996, 59.541818029999995), (87.36268252999999, 88.47551710999998), (95.15252458999998, 99.04744561999999), (102.38594935999998, 103.49878394), (104.61161852, 105.72445309999999)]"
Stealing015_x264,Success,29.0,59.05,"[(0.00786, 1.1888382), (23.627424, 26.87511405), (39.27538515, 43.7040534), (47.8374771, 56.1043245)]"
Stealing016_x264,Success,25.5,80.82,"[(0.00501, 2.0253886499999996), (15.35988774, 23.441402339999996), (32.33106839999999, 38.39220434999999), (69.10195983, 73.54679286)]"
Stealing017_x264,Success,19.5,62.08,"[(0.004496, 0.9357452150000001), (4.35032567, 4.660742075), (5.2815748849999995, 5.591991289999999), (15.214899845, 19.87114592), (45.635707535, 46.256540345000005), (48.11903877500001, 48.429455180000005), (52.15445204, 55.569032495), (55.87944890000001, 56.50028171), (61.156527785, 62.087777)]"
Stealing018_x264,Success,21.0,67.32,"[(0.005088, 0.67823974), (1.6879673499999999, 3.3708467), (8.082908880000002, 8.756060620000001), (9.429212360000001, 10.77551584), (19.86306433, 20.1996402), (32.98952326, 34.67240261), (36.01870609, 38.71131305), (41.40392001, 41.74049588), (47.1257098, 50.15489263), (52.84749959, 53.18407546), (53.52065133, 54.19380307), (54.53037894, 55.20353068)]"
Stealing019_x264,Success,27.0,162.72,"[(0.005328, 1.63247879), (4.073204975, 10.581808135000001), (13.02253432, 13.836109715000001), (21.15828827, 24.412589849999996), (43.938399329999996, 44.751974725), (87.87147066, 93.566498425), (115.53303409, 117.16018488), (117.973760275, 120.41448646), (123.66878804, 125.29593883), (130.99096659499997, 131.80454199), (136.68599436, 155.398228445)]"
Stealing020_x264,Success,39.0,219.22,"[(2.1984865299999994, 16.447562474999998), (48.23396265999999, 53.71437648499999), (54.81045924999999, 74.53994901999998), (78.92428007999999, 82.21252837499999), (83.30861113999998, 93.17335602499998), (95.36552155499999, 97.55768708499998), (129.34408727, 134.824501095), (152.361825335, 156.74615639499999), (167.70698404499998, 168.80306681), (179.76389446, 184.14822551999998), (185.244308285, 190.72472211), (196.205135935, 198.39730146499997), (199.49338422999998, 207.165963585)]"
Stealing021_x264,Success,17.0,136.31,"[(0.006659, 8.866918980000001), (64.7547127, 65.43627116), (94.06172647999999, 100.87731108), (102.240428, 103.60354491999999), (104.96666184, 107.69289567999999), (121.32406488, 122.00562334), (124.05029872, 124.73185717999999), (125.41341564, 126.0949741), (132.9105587, 133.59211716000002)]"
Stealing022_x264,Success,25.5,81.15,"[(0.005057, 0.410800635), (2.033775175, 6.091211525), (8.119929700000002, 8.525673335000002), (14.206084225000003, 16.640546035000003), (20.697982385000003, 22.726700560000005), (23.538187830000002, 23.943931465000002), (30.435829625000004, 31.247316895000004), (54.37470409000001, 55.59193499500001), (58.432140440000005, 59.243627710000005), (69.79296222, 70.198705855), (70.60444949000001, 72.633167665), (74.256142205, 74.66188584), (75.879116745, 81.153784)]"
Stealing023_x264,Success,25.5,168.15,"[(0.007544, 1.6890228), (5.051980400000001, 5.8927198), (15.1408532, 18.5038108), (43.72599280000001, 46.248211000000005), (47.929689800000006, 55.496344400000005), (56.3370838, 58.85930200000001), (94.1703568, 100.05553259999999), (135.3665874, 139.5702844), (142.933242, 150.4998966), (158.0665512, 164.7924664)]"
Stealing024_x264,Success,19.0,81.28,"[(0.005537, 1.2247871149999998), (2.4440372299999997, 2.850453935), (3.6632873449999996, 5.288954165), (6.50820428, 8.540287805), (21.95203907, 22.76487248), (29.673956465, 30.080373169999998), (31.299623285, 32.925290104999995), (34.144540219999996, 35.770207039999995), (36.989457155, 37.395873859999995), (49.58837500999999, 49.994791715), (56.90387569999999, 57.310292405), (58.52954251999999, 60.15520933999999), (61.37445945499999, 63.00012627499999), (63.812959684999996, 64.625793095), (76.818294245, 77.22471095)]"
Stealing025_x264,Success,22.0,726.08,"[(0.006, 10.897246305), (25.418908045, 36.31015435), (90.766385875, 94.39680131), (108.91846304999999, 112.54887848499999), (145.2226174, 152.48344827), (167.00511000999998, 170.63552544499998), (185.157187185, 188.78760262), (206.939679795, 210.57009523), (265.02632675499996, 268.65674218999993), (275.91757305999994, 279.54798849499997), (283.17840392999994, 290.43923479999995), (334.00422001999993, 337.63463545499997), (355.78671262999995, 366.67795893499994), (388.46045154499996, 402.98211328499997), (428.39502132999996, 435.6558521999999), (446.54709850499995, 457.43834480999993), (471.96000654999995, 475.5904219849999), (490.11208372499993, 501.0033300299999), (533.677068945, 537.3074843799999), (544.56831525, 548.198730685), (566.3508078599999, 573.61163873), (577.2420541649999, 580.8724695999999), (660.74160917, 668.0024400399999), (700.676178955, 707.9370098249999), (715.197840695, 718.8282561299999)]"
Stealing026_x264,Success,16.5,90.85,"[(0.00654, 0.91503636), (2.2777809, 3.1862772600000002), (37.25489076, 42.70586892), (54.97056978, 56.7875625), (70.86925608, 71.77775244), (72.6862488, 75.41173788), (75.86598606, 76.77448242), (88.13068692, 89.49343146)]"
Stealing027_x264,Success,13.0,62.58,"[(3.44812158, 4.699748700000001), (5.95137582, 6.2642826000000005), (6.57718938, 7.8288165), (8.76753684, 9.08044362), (12.20951142, 12.5224182), (19.71927414, 20.03218092), (33.48717246, 34.11298602), (34.73879958, 35.05170636), (39.74530806, 40.684028399999995), (55.07774028, 57.58099452)]"
Stealing028_x264,Success,32.5,58.07,"[(0.006291, 0.5870290000000001), (1.1677670000000002, 3.2003500000000007), (8.717361, 13.653634000000002), (32.527619, 33.108357000000005), (36.592785000000006, 43.85201000000001), (44.723117, 47.336438), (52.56308000000001, 53.43418700000001)]"
Stealing029_x264,Success,24.0,12.8,"[(0.006103, 2.0547142), (4.0393063, 4.1033254), (4.1673445000000005, 4.2953827), (4.4234209, 4.48744), (5.6397838, 5.7038029), (5.767822, 5.8318411), (5.8958602, 5.9598793), (6.0238984, 6.1519366), (6.2159557, 6.4080129999999995), (6.4720321, 6.5360512), (6.6000703, 6.7281085), (6.8561467, 6.9201658)]"
Stealing030_x264,Success,26.0,27.54,"[(0.004128, 0.6926055249999999), (2.20725608, 2.7580381), (9.229726835, 9.36742234), (9.642813349999999, 9.780508854999999), (15.150633549999998, 15.70141557), (15.839111075, 15.97680658), (16.5275886, 16.665284105), (16.80297961, 16.940675115), (17.216066125, 17.35376163), (17.491457135, 17.62915264), (17.766848145, 17.90454365), (19.83228072, 19.969976225), (21.48462678, 21.622322285), (21.76001779, 22.0354088), (22.173104305000003, 22.310799810000002), (22.448495315000002, 22.723886325000002), (22.861581830000002, 22.999277335000002), (23.136972840000002, 23.687754860000002), (23.825450365000002, 23.96314587), (24.23853688, 24.376232385), (24.51392789, 24.651623395), (24.7893189, 25.06470991), (25.202405415, 25.753187435), (26.16627395, 27.543229)]"
Stealing031_x264,Success,17.0,35.24,"[(0.7092063399999999, 2.11878702), (4.93794838, 5.114145965), (5.466541135, 6.347529059999999), (12.866839705, 14.1002228), (16.390791404999998, 17.271779329999998), (18.505162424999998, 19.562347935), (29.958005449999998, 30.310400619999996)]"
Stealing032_x264,Success,21.5,179.11,"[(13.437452350000001, 15.228522130000002), (36.721359490000005, 40.303499050000006), (42.09456883000001, 42.99010372000001), (43.88563861000001, 44.78117350000001), (47.46777817000001, 48.36331306), (49.25884795, 52.840987510000005), (79.70703421, 80.60256910000001), (85.08024355, 87.76684822000001), (94.93112734000002, 95.82666223000001), (101.19987157000001, 103.88647624000001), (105.67754602000001, 108.36415069000002), (109.25968558000001, 111.05075536000001), (113.73736003000002, 115.52842981), (125.37931360000002, 128.96145316), (135.23019739, 137.91680206), (143.2900114, 148.66322074), (171.05159299000002, 172.84266277)]"
Stealing035_x264,Success,22.5,371.86,"[(0.005603, 5.5835615149999995), (27.895395575000002, 48.34791013), (87.39361973499999, 91.11225874499999), (96.69021726, 113.42409280499999), (115.28341230999999, 117.14273181499999), (119.00205131999999, 120.861370825), (161.766399935, 169.20367795500002), (176.640955975, 185.9375535), (193.37483152000001, 210.108707065)]"
Stealing036_x264,Success,21.0,83.44,"[(12.938369579999998, 17.944675739999997), (25.45413498, 27.1229037), (33.3807864, 36.71832384), (40.055861279999995, 44.644975259999995), (51.73724231999999, 53.406011039999996), (73.84842786, 75.1000044)]"
Stealing037_x264,Success,7.0,158.3,"[(0.007144, 0.79864125), (62.53542674999999, 64.11842125), (65.70141575, 68.07590749999999), (80.73986349999998, 81.53136074999999), (85.48884699999999, 86.28034424999998), (94.19531674999999, 94.986814), (113.19125074999998, 113.98274799999999), (127.43820124999999, 129.02119575), (131.3956875, 132.18718475), (133.77017925, 134.5616765)]"
Stealing042_x264,Success,22.5,139.37,"[(0.004803, 3.4891164999999997), (10.4577435, 12.5483316), (13.2451943, 13.942057), (27.182448299999997, 28.5761737), (34.1510753, 37.6353888), (50.178917399999996, 51.5726428), (66.20675949999999, 70.38793569999999), (71.7816611, 75.26597459999999), (76.65969999999999, 77.35656269999998), (127.53067709999999, 132.408716), (133.8024414, 139.377343)]"
Stealing043_x264,Success,22.0,159.6,"[(0.007522, 3.997616675), (5.593654545000001, 14.371862830000001), (61.45497999500001, 64.64705573500001), (65.44507467, 67.839131475), (68.63715041, 74.223282955), (75.819320825, 77.41535869500001), (90.18366165500001, 91.77969952500001), (110.93215396500001, 111.73017290000001), (112.528191835, 113.32621077), (118.11432438000001, 118.91234331500002), (119.71036225, 120.508381185), (123.70045692500001, 124.49847586000001), (126.892532665, 130.88262734)]"
Stealing044_x264,Success,30.5,106.27,"[(0.004225, 6.911978775), (7.44334445, 9.56880715), (23.3843147, 23.915680375), (32.94889685, 39.85665062499999), (41.45074765, 43.044844675), (44.10757602499999, 46.23303872499999), (54.203523849999996, 57.391717899999996), (58.454449249999996, 59.517180599999996), (86.616830025, 88.21092705), (90.33638975000001, 94.58731515000001), (104.1518973, 106.27736)]"
Stealing045_x264,Success,17.0,354.51,"[(0.007425, 7.0975471599999995), (108.13178794, 109.90431848), (118.76697118, 122.31203226), (184.35060116, 187.89566224), (194.9857844, 200.30337602), (210.93855926, 214.48362034000002), (228.66386466, 230.43639520000002), (271.20459762, 281.83978086), (304.88267788, 310.2002695), (319.0629222, 326.15304436), (327.9255749, 333.24316652), (340.33328868, 345.6508803)]"
Stealing046_x264,Success,17.0,342.8,"[(0.004401, 1.7184248500000001), (22.28671105, 29.142806450000002), (219.3994538, 246.8238354), (250.25188310000001, 251.96590695), (260.5360262, 262.25005004999997), (275.96224085, 279.39028855), (281.10431239999997, 284.53236009999995), (286.24638395, 287.9604078), (298.2445509, 299.95857474999997), (330.81100404999995, 332.5250279), (335.9530756, 342.809171)]"
Stealing047_x264,Success,35.5,44.27,"[(0.007618, 3.5492433599999997), (17.051690045, 29.22602722)]"
Stealing048_x264,Success,22.5,251.37,"[(35.196541859999996, 37.710278349999996), (40.224014839999995, 41.480883084999995), (50.27896079999999, 56.56330202499999), (71.645720965, 76.673193945), (80.44379868, 84.214403415), (98.03995411, 100.5536906), (105.58116358, 106.838031825), (125.6910555, 126.947923745), (138.25973795, 139.516606195), (153.34215688999998, 160.88336636), (170.93831232, 173.45204881), (182.25012652499998, 189.791335995), (203.61688669, 209.901227915), (238.80919755, 245.09353877499998), (250.12101175499998, 251.37788)]"
Stealing049_x264,Success,11.5,48.41,"[(0.00504, 3.3934120500000002), (37.519159125, 38.003212275), (39.21334515, 39.6973983), (40.423478025, 40.665504600000006), (41.875637475000005, 42.11766405), (45.02198295, 45.74806267500001)]"
Stealing050_x264,Success,17.5,110.81,"[(0.008075, 2.77823335), (12.75080341, 13.858866749999999), (16.6290251, 19.95321512), (49.316893629999996, 49.870925299999996), (74.24831878, 74.80235045), (81.45073049, 88.6531422), (99.17974393, 101.94990228), (107.49021898, 108.04425065), (109.15231399, 109.70634566)]"
Stealing051_x264,Success,16.0,110.24,"[(0.008048, 0.5592485949999999), (16.54406585, 20.953670609999996), (79.932134275, 85.444140225), (86.546541415, 87.09774200999999), (87.648942605, 88.2001432), (89.30254439, 89.85374498499999), (90.40494557999999, 90.956146175), (93.16094855499999, 93.71214915), (94.81455034, 95.365750935), (95.91695152999999, 96.46815212499999), (98.67295450499999, 99.22415509999999), (100.32655629, 100.877756885), (101.42895748, 101.98015807499999), (104.184960455, 104.73616104999999), (105.83856223999999, 106.389762835), (106.94096343, 107.492164025)]"
Stealing052_x264,Success,16.0,111.77,"[(0.007123, 1.683711985), (2.8014379750000002, 5.5957529500000005), (6.71347894, 7.83120493), (30.18572473, 30.744587725000002), (31.862313715000003, 32.421176710000005), (32.980039705, 33.5389027), (56.452285495000005, 57.570011485), (58.12887448, 59.246600470000004), (62.59977844, 63.158641435), (69.86499737500002, 70.42386037000001), (72.10044935500001, 72.65931235000001), (96.13155814000001, 97.24928413), (98.36701012000002, 100.04359910500001), (101.16132509500001, 104.51450306500001), (105.07336606000001, 105.63222905500001)]"
Stealing053_x264,Success,27.5,434.51,"[(0.007712, 8.697830119999999), (10.87035965, 19.56047777), (21.7330073, 23.90553683), (26.078066359999998, 36.94071400999999), (60.83853883999999, 67.35612742999999), (167.29248581, 169.46501533999998), (334.57725962, 360.64761398), (364.99267304, 367.16520257), (382.37290928, 434.513618)]"
Stealing054_x264,Success,29.0,88.21,"[(0.005258, 0.446288515), (42.785217955, 44.1083095), (45.872431559999995, 56.898194435), (58.662316495, 61.7495301), (62.63159113, 67.482926795), (77.62662864, 82.477964305)]"
Stealing055_x264,Success,16.5,53.24,"[(0.00617, 0.804773675), (3.9991883749999997, 5.596395725), (6.92740185, 7.1936030749999995), (11.719023899999998, 11.985225124999998), (14.114834924999998, 14.647237374999998), (14.913438599999997, 15.179639824999999), (15.978243499999998, 17.57545085), (24.4966827, 25.295286375), (25.827688825, 26.626292499999998), (26.892493724999998, 27.424896175), (27.957298625, 28.22349985), (29.022103525, 29.820707199999998), (41.267359875, 41.53356109999999)]"
Stealing057_x264,Success,30.0,99.87,"[(7.495496899999999, 11.98969964), (15.984546519999999, 18.980681679999996), (20.478749259999997, 21.477460979999996), (42.949762959999994, 44.44783053999999), (49.94074499999999, 55.433659459999994), (64.92142079999999, 66.91884424), (67.41820009999999, 67.91755596), (69.91497939999999, 71.41304697999999), (77.4053173, 79.40274074), (83.89694347999999, 84.39629934), (86.39372277999999, 86.89307864), (88.39114622, 88.89050207999999), (89.38985794, 89.8892138), (90.88792552, 97.3795517)]"
Stealing058_x264,Success,34.0,165.44,"[(0.007185, 2.488771095), (4.143161825, 5.797552555), (6.62474792, 7.451943285), (10.760724745, 11.58792011), (12.415115475, 14.89670157), (17.378287665, 18.20548303), (23.16865522, 23.995850585), (30.613413505, 31.440608870000002), (33.0949996, 36.40378106), (57.91086055, 67.010009565), (120.77770829, 124.08648975000001), (124.913685115, 125.74088048000002), (126.56807584500001, 128.222466575), (130.70405266999998, 135.66722486), (136.494420225, 153.86552289), (158.001499715, 162.964671905)]"
Stealing059_x264,Success,30.0,73.71,"[(0.004178, 6.26914652), (22.115831599999996, 23.9584694), (25.06405208, 27.643745), (30.22343792, 32.43460328), (32.80313084, 33.1716584), (36.856934, 41.27926472), (42.3848474, 42.75337496), (59.70564272, 63.75944588)]"
Stealing060_x264,Success,26.5,49.77,"[(0.004746, 1.7468161199999999), (16.67884572, 27.62900076), (29.12220372, 29.61993804)]"
Stealing061_x264,Success,33.0,79.24,"[(0.005338, 0.401533655), (9.910229375, 14.26838158), (42.79446874, 59.830881905), (68.94338196999999, 70.92436024499999), (76.86729507, 79.244469)]"
Stealing062_x264,Success,29.5,51.24,"[(0.005761, 4.873584465), (5.1297857, 13.072023985000001), (25.369683265000003, 25.6258845), (34.336726490000004, 36.38633637)]"
Stealing063_x264,Success,20.5,385.44,"[(0.00656, 1.933755795), (28.914496925, 30.84169272), (38.5504759, 42.40486749), (44.332063285000004, 55.895238055), (98.293545545, 100.22074133999999), (113.711111905, 115.6383077), (125.274286675, 138.76465724000002), (200.43492268, 204.28931427), (237.051642785, 238.97883858), (294.86751663499996, 296.79471243), (333.41143253499996, 335.33862833), (337.265824125, 341.120215715), (350.75619469, 354.61058628), (360.392173665, 385.445719)]"
Stealing065_x264,Success,25.0,182.04,"[(0.007793, 2.73838613), (20.032142620000002, 27.3137243), (35.505503690000005, 44.607480790000004), (54.6196556, 56.440051020000006), (57.350248730000004, 59.17064415), (68.27262125000001, 70.09301667000001), (73.73380751, 78.28479606), (79.19499377000001, 85.56637774000001), (91.02756400000001, 94.66835484), (173.85555561, 180.22693958)]"
Stealing066_x264,Success,22.5,41.97,"[(9.658508529999999, 10.91771086), (12.176913189999999, 12.596647299999999), (13.85584963, 14.27558374), (14.905184904999999, 15.115051959999999), (17.21372251, 17.423589565), (17.843323675, 19.312393059999998), (20.15186128, 20.781462445), (20.9913295, 21.83079772), (31.48468225, 32.74388458), (34.00308691, 34.42282102), (35.68202335, 36.10175746), (36.731358625, 36.94122568), (39.03989623, 39.249763285), (39.669497395, 41.13856678)]"
Stealing067_x264,Success,29.5,69.07,"[(0.006608, 13.13066762), (13.47603761, 13.8214076), (30.39916712, 32.47138706), (57.68339633, 62.1732062), (68.73523601000001, 69.080606)]"
Stealing068_x264,Success,36.0,227.74,"[(59.21865166, 85.408802375), (91.10231339999999, 100.21193104), (137.789103805, 142.343912625), (143.48261483, 145.76001924), (146.89872144499998, 159.42444569999998), (163.97925451999998, 171.95016995499998), (189.03070302999998, 193.58551185), (194.72421405499998, 195.86291626), (200.41772508, 212.943449335), (220.91436477, 222.05306697499998)]"
Stealing069_x264,Success,28.5,25.9,"[(0.007792, 2.5980709), (2.85709879, 2.986612735), (10.498421545000001, 11.145991270000001), (12.959186500000003, 14.642867785000002), (15.808493290000003, 18.010230355), (18.269258245, 18.398772190000003)]"
Stealing070_x264,Success,27.0,44.07,"[(0.00656, 2.65092824), (29.09461064, 37.24807938), (37.4684434, 37.90917144), (39.23135556, 39.45171958), (43.41827194, 43.63863596), (43.85899998, 44.079364)]"
Stealing071_x264,Success,29.0,31.34,"[(0.004438, 5.488626675), (5.802008885, 6.58546441), (9.249213195, 9.4059043), (11.442888665, 12.22634419), (13.323181925, 13.47987303), (13.636564135, 14.42001966), (17.083768445, 17.55384176), (21.157737175, 21.31442828), (23.50810375, 23.82148596)]"
Stealing072_x264,Success,19.0,386.41,"[(0.005123, 1.9371607849999999), (112.06331452999999, 113.99535231499999), (193.2089015, 197.07297706999998), (199.00501485499998, 200.93705264), (233.78169498499997, 260.830223975), (268.558375115, 276.286526255), (282.08263961, 287.878752965), (289.81079075, 291.742828535), (322.65543309500003, 330.383584235), (338.111735375, 351.63599987000003)]"
Stealing073_x264,Success,25.0,50.04,"[(0.006818, 1.0076279399999999), (9.51451243, 11.265929824999999), (11.51613231, 13.767954675), (28.029496319999996, 28.529901289999994), (28.780103774999997, 33.033546019999996), (35.785773354999996, 36.53638081), (36.786583295, 37.53719075), (37.787393234999996, 38.53800069), (38.788203175, 39.03840566), (39.789013114999996, 40.0392156)]"
Stealing074_x264,Success,26.5,79.14,"[(0.007552, 5.547351229999999), (15.04414991, 18.605449415), (19.79254925, 20.188249195), (32.850647435, 33.246347379999996), (39.181846555, 44.721645785), (57.384044024999994, 57.77974397), (72.420641935, 73.212041825), (74.794841605, 79.147541)]"
Stealing075_x264,Success,25.0,186.67,"[(0.007184, 0.94055467), (22.40808008, 23.34145075), (25.20819209, 27.07493343), (34.541898790000005, 39.20875214000001), (64.40976023, 65.3431309), (69.07661358, 70.00998425), (70.94335492, 74.6768376), (82.14380296, 85.87728564), (92.41088033, 97.07773368000001), (99.87784569, 102.67795770000001), (115.74514708000001, 117.61188842), (124.14548311, 126.01222445), (133.47918981, 139.07941383), (149.3464912, 154.01334455), (156.81345656000002, 158.6801979), (169.88064594, 170.81401661), (172.68075795000001, 177.3476113)]"
Stealing077_x264,Success,17.0,638.81,"[(6.3923657, 12.7804374), (54.30290345, 60.69097515000001), (63.885011000000006, 67.07904685), (99.01940535, 111.79554875000001), (150.12397894999998, 162.90012235), (182.06433744999998, 185.2583733), (204.4225884, 210.8106601), (245.94505445, 249.1390903), (268.3033054, 271.49734125000003), (293.85559220000005, 297.04962805), (364.1243809, 367.31841675000004), (405.64684695000005, 408.84088280000003), (428.0050979, 431.19913375000004), (440.78124130000003, 443.97527715), (447.16931300000005, 453.55738470000006), (463.13949225000005, 466.3335281), (491.8858149, 495.07985075000005), (542.9903885, 546.18442435), (587.7068904, 597.28899795), (600.4830337999999, 606.8711055), (610.06514135, 613.2591772)]"
Stealing078_x264,No Annotation,26.5,85.41,"[(16.660282464999998, 19.222492075), (21.784701684999998, 23.492841424999998), (35.449819605, 38.43906415000001), (49.114937525, 49.541972460000004), (51.677147135000006, 52.10418207000001), (52.958251940000004, 53.385286875000006), (54.239356745, 55.093426615000006), (56.801566355000006, 58.509706095000006), (59.363775965, 59.790810900000004), (60.217845835000006, 70.466684275), (71.32075414500001, 71.74778908), (84.98587206500001, 85.412907)]"
Stealing079_x264,No Annotation,15.0,194.31,"[(20.40657122, 21.37811004), (36.92273116, 37.89426998), (39.837347619999996, 40.808886439999995), (41.780425259999994, 42.75196407999999), (64.12581811999999, 65.09735694), (78.69890041999999, 79.67043924), (97.158138, 99.10121563999999), (101.04429327999999, 102.98737091999999), (104.93044855999999, 107.84506501999999), (112.70275911999998, 114.64583676), (115.61737557999999, 118.53199203999999), (133.10507434, 136.01969079999998), (138.93430726, 139.90584607999998), (141.84892372, 145.73507899999998), (173.90970477999997, 174.88124359999998), (178.76739887999997, 180.71047652), (193.34048117999998, 194.31202)]"
Stealing080_x264,No Annotation,11.5,34.41,"[(0.005168, 0.17720157500000003), (20.477163425000004, 20.649197000000004), (28.906808600000005, 32.3474801), (34.239849425, 34.411883)]"
Stealing081_x264,No Annotation,23.0,41.21,"[(0.007953, 3.3045141200000003), (4.95279468, 6.8071103100000006), (7.6312505900000005, 7.83728566), (13.812302690000001, 14.018337760000001), (18.139039160000003, 18.34507423), (20.199389860000004, 20.61146), (21.847670420000004, 22.25974056), (22.465775630000003, 23.28991591), (34.62184476, 34.82787983), (35.445985040000004, 36.06409025), (37.71237081, 37.91840588), (38.12444095, 38.94858123), (41.00893193, 41.214967)]"
Stealing082_x264,No Annotation,9.5,55.35,"[(0.006489, 2.22064576), (23.808674169999996, 25.192522144999998), (41.52192825, 43.18254582)]"
Stealing083_x264,No Annotation,23.5,150.12,"[(0.005392, 0.7560122199999999), (20.27213794, 21.77337838), (22.5239986, 24.02523904), (33.7833019, 34.53392212), (39.03764344, 45.79322542), (47.294465859999995, 51.04756696), (60.0550096, 61.556250039999995), (66.05997135999999, 67.5612118), (72.81555334, 74.31679378), (90.0798184, 91.58105884), (103.59098236, 105.09222279999999), (109.59594412, 110.34656433999999), (123.85772829999999, 124.60834851999999), (125.35896874, 132.11455071999998), (144.87509445999999, 149.37881578)]"
